#Lasso_type	Category	Uniprot	Organism	pLDDT_chain	Protein_name	Loop_area	Loop_length	#FILTER: Lasso_type=L4;L5;L6;L7;L8 AND pLDDT_chain=>=80;
L+6C	AF-Unreviewed	A0A7V9VKM8-F1	Thermoleophilaceae bacterium	92.19	Xaa-Pro dipeptidyl-peptidase-like domain-containing protein	1175.92	57.0
L+8N	AF-Unreviewed	A0A1Y2X538-F1	Daldinia sp	92.19	Cellobiose dehydrogenase protein	920.4	43.0
L+4C	AF-Unreviewed	A0A5T7YDB4-F1	Salmonella choleraesuis	92.19	Alpha-amylase (EC 3.2.1.1)	9166.76	416.0
L+4C	AF-Unreviewed	A0A3U5DAM2-F1	Salmonella enterica	92.19	Alpha-amylase (EC 3.2.1.1)	9227.35	416.0
L+4C	AF-Unreviewed	A0A5H5YY80-F1	Salmonella virchow	92.19	Alpha-amylase (EC 3.2.1.1)	9228.12	416.0
L+4C	AF-Unreviewed	A0A724LFS0-F1	strain P125109	92.19	Alpha-amylase (EC 3.2.1.1)	9410.33	416.0
L+4C	AF-Unreviewed	D2AAF4-F1	strain 2002017	92.19	Alpha-amylase	9583.68	417.0
L+4C	AF-Unreviewed	A0A3Q9MNQ8-F1	Salmonella enterica subsp	92.19	Alpha-amylase (EC 3.2.1.1)	9294.75	416.0
L+4C	AF-Unreviewed	A0A708TJ89-F1	Salmonella typhimurium	92.19	Alpha-amylase (EC 3.2.1.1)	9334.03	416.0
L+4C	AF-Unreviewed	A0A702PA10-F1	Salmonella enterica subsp	92.19	Alpha-amylase (EC 3.2.1.1)	9377.96	416.0
L+4C	AF-Unreviewed	A0A5T5VBG7-F1	Salmonella choleraesuis	92.19	Alpha-amylase (EC 3.2.1.1)	9387.52	416.0
L+4C	AF-Unreviewed	A0A701Y3G1-F1	Salmonella enterica subsp	92.19	Alpha-amylase (EC 3.2.1.1)	9422.45	416.0
L+4C	AF-Unreviewed	A0A344S436-F1	Salmonella choleraesuis	92.19	Alpha-amylase (EC 3.2.1.1)	9674.13	416.0
L+4C	AF-Unreviewed	A0A828U3V8-F1	Escherichia coli	92.19	Alpha amylase, catalytic domain protein	9179.59	417.0
L+4C	AF-Unreviewed	A0A2C9NUD0-F1	Salmonella enterica subsp	92.19	Alpha-amylase	9345.74	416.0
L+4C	AF-Unreviewed	A0A328BZ72-F1	Glaesserella australis	92.19	Alpha-amylase	9523.9	417.0
L+4C	AF-Unreviewed	A0A5I9C6L1-F1	Salmonella enterica subsp	92.19	Alpha-amylase (EC 3.2.1.1)	9423.58	416.0
L+4C	AF-Unreviewed	A0A5V3NHV5-F1	Salmonella choleraesuis	92.19	Alpha-amylase (EC 3.2.1.1)	9307.66	416.0
L+5C	AF-Reviewed	A0A422ZRM0-F1	Klebsiella pneumoniae	92.19	Alpha-amylase	9513.43	417.0
L+4C	AF-Unreviewed	A0A756I5U3-F1	Salmonella choleraesuis	92.19	Alpha-amylase (EC 3.2.1.1)	9454.29	416.0
L+4C	AF-Unreviewed	A0A1H0G581-F1	Actinokineospora alba	92.19	beta-glucosidase (EC 3.2.1.21)	2534.04	139.0
L+4C	AF-Unreviewed	A0A603RBR7-F1	Salmonella choleraesuis	92.19	Alpha-amylase (EC 3.2.1.1)	9328.21	416.0
L+4C	AF-Unreviewed	A0A5T3WQ39-F1	Salmonella choleraesuis	92.19	Alpha-amylase (EC 3.2.1.1)	9498.71	416.0
L+4C	AF-Unreviewed	A0A735V2I0-F1	Salmonella enterica subsp	92.19	Alpha-amylase (EC 3.2.1.1)	9597.54	416.0
L+4C	AF-Unreviewed	A0A1W6TM30-F1	Vibrio alginolyticus	92.19	Alpha-amylase (EC 3.2.1.1)	9236.96	416.0
L+4C	AF-Unreviewed	A0A5I1DAL4-F1	Salmonella enterica subsp	92.19	Alpha-amylase (EC 3.2.1.1)	9722.06	416.0
L+4C	AF-Unreviewed	A0A5Y9QYL9-F1	Salmonella choleraesuis	92.19	Alpha-amylase (EC 3.2.1.1)	9499.91	416.0
L+4C	AF-Unreviewed	A0A7C9VZE3-F1	Lentzea alba	92.19	beta-glucosidase (EC 3.2.1.21)	2530.4	139.0
L+4C	AF-Unreviewed	A0A0H0DV43-F1	Escherichia coli	92.19	Alpha-amylase (EC 3.2.1.1)	9667.88	417.0
L+4C	AF-Unreviewed	A0A602UD63-F1	Salmonella enterica subsp	92.19	Alpha-amylase (EC 3.2.1.1)	9409.12	416.0
L+4C	AF-Unreviewed	A0A3W0FJM6-F1	Salmonella enterica subsp	92.19	Alpha-amylase (EC 3.2.1.1)	9169.02	416.0
L+4C	AF-Unreviewed	A0A656IQA7-F1	strain 2009K0958	92.19	Periplasmic alpha-amylase	9353.32	416.0
L+4C	AF-Unreviewed	A0A5Y8G1U1-F1	Salmonella enteritidis	92.19	Alpha-amylase (EC 3.2.1.1)	9446.39	416.0
L+4C	AF-Unreviewed	A0A3R0R1D0-F1	Salmonella enterica	92.19	Alpha-amylase (EC 3.2.1.1)	9492.63	416.0
L+4C	AF-Unreviewed	A0A5X9FAQ9-F1	Salmonella enterica subsp	92.19	Alpha-amylase (EC 3.2.1.1)	9528.03	416.0
L+6C	AF-Unreviewed	A0A7V2HJH9-F1	Bryobacteraceae bacterium	92.19	Uncharacterized protein	1999.44	107.0
L+4C	AF-Unreviewed	A0A5Z2C9T5-F1	Salmonella choleraesuis	92.19	Alpha-amylase (EC 3.2.1.1)	9623.04	416.0
L+4C	AF-Unreviewed	A0A3V3U3M4-F1	Salmonella enterica subsp	92.19	Alpha-amylase (EC 3.2.1.1)	9162.09	416.0
L+4C	AF-Unreviewed	A0A822PLC0-F1	Shigella flexneri	92.19	Periplasmic alpha-amylase (EC 3.2.1.1)	9244.98	417.0
L+4C	AF-Unreviewed	A0A5W6ZLM7-F1	Salmonella enterica subsp	92.19	Alpha-amylase (EC 3.2.1.1)	9443.05	416.0
L+4C	AF-Unreviewed	A0A3V8RH99-F1	Salmonella enterica	92.19	Alpha-amylase (EC 3.2.1.1)	9633.01	416.0
L+4C	AF-Unreviewed	A0A3U8ML03-F1	Salmonella enterica subsp	92.19	Alpha-amylase (EC 3.2.1.1)	9408.63	416.0
L+4C	AF-Unreviewed	A0A1G7RDQ1-F1	Lentzea fradiae	92.19	beta-glucosidase (EC 3.2.1.21)	2563.03	139.0
L+6C	AF-Unreviewed	T0FN58-F1	Leptospira noguchii serovar Panama str	92.19	Uncharacterized protein	1990.31	106.0
L-7N	AF-Unreviewed	A0A3M1BFV1-F1	Anaerolineae bacterium	92.19	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	2439.81	116.0
L+4C	AF-Unreviewed	A0A2X7FFV7-F1	Escherichia coli	92.19	Alpha-amylase (EC 3.2.1.1)	9240.96	417.0
L+6N	AF-Unreviewed	A0A2N3NFW8-F1	Lomentospora prolificans	92.19	CBM1 domain-containing protein	942.88	44.0
L+4C	AF-Unreviewed	A0A1M1WPK6-F1	Escherichia coli	92.12	Alpha-amylase	9674.0	417.0
L+4C	AF-Unreviewed	A0A5Y4FR75-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9652.05	416.0
L+6C	AF-Unreviewed	A0A535G7W2-F1	Chloroflexi bacterium	92.12	Xaa-Pro dipeptidyl-peptidase C-terminal domain-containing protein	1528.72	74.0
L+4C	AF-Unreviewed	A0A5H6TFI8-F1	Salmonella abony	92.12	Alpha-amylase (EC 3.2.1.1)	9349.29	416.0
L+4C	AF-Unreviewed	A0A1M0CY82-F1	Escherichia coli	92.12	Alpha-amylase (EC 3.2.1.1)	9449.6	417.0
L+4C	AF-Unreviewed	A0A6Y5L0I6-F1	Salmonella enterica	92.12	Alpha-amylase (EC 3.2.1.1)	9226.09	416.0
L-4C	AF-Unreviewed	A0A418WHD1-F1	Oleomonas cavernae	92.12	DUF1329 domain-containing protein	2611.17	145.0
L+4C	AF-Unreviewed	A0A5V7R0C0-F1	Salmonella enterica subsp	92.12	Alpha-amylase	9403.36	416.0
L+4C	AF-Unreviewed	A0A674GEZ0-F1	Zebra finch	92.12	DNA-(apurinic or apyrimidinic site) endonuclease (EC 3.1.-.-)	2706.31	182.0
L+4C	AF-Unreviewed	A0A629K5I0-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9509.98	416.0
L-4C	AF-Unreviewed	A0A2R4K2E8-F1	Streptomyces sp	92.12	Secreted protein	637.02	30.0
L+4C	AF-Unreviewed	A0A5U1F3V9-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9337.15	416.0
L+5C	AF-Unreviewed	A0A484BUI1-F1	Fruit fly	92.12	Peptidase M28 domain-containing protein	11720.3	461.0
L+4C	AF-Unreviewed	A0A743P5U5-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9535.42	416.0
L-4C	AF-Unreviewed	A0A563DVX3-F1	Leekyejoonella antrihumi	92.12	Uncharacterized protein	650.72	31.0
L+5C	AF-Unreviewed	A0A2I3CL19-F1	Vibrio alginolyticus 	92.12	Periplasmic alpha-amylase	9191.75	409.0
L-6N	AF-Unreviewed	A0A327KRS4-F1	Rhodoplanes elegans	92.12	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	2984.99	149.0
L+4C	AF-Unreviewed	A8ARF9-F1	Citrobacter koseri 	92.12	Glycosyl hydrolase family 13 catalytic domain-containing protein	9321.43	417.0
L-4C	AF-Unreviewed	A0A2A4WL44-F1	Piscirickettsiaceae bacterium	92.12	Outer membrane lipoprotein-sorting protein	2621.25	146.0
L+5C	AF-Unreviewed	A0A250B138-F1	Gibbsiella quercinecans	92.12	Alpha-amylase	9576.93	417.0
L+4C	AF-Unreviewed	A0A232SMS1-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9351.99	416.0
L+8N	AF-Unreviewed	A0A135TQK6-F1	Colletotrichum simmondsii	92.12	Fungal cellulose binding domain-containing protein	945.93	44.0
L+4C	AF-Unreviewed	A0A841AUI2-F1	Amycolatopsis umgeniensis	92.12	beta-glucosidase (EC 3.2.1.21)	2560.57	139.0
L+4C	AF-Unreviewed	A0A5H5HL82-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9214.01	416.0
L+4C	AF-Unreviewed	A0A6S5JRU3-F1	Enterobacter cloacae	92.12	Alpha-amylase	9414.92	417.0
L-5C	AF-Unreviewed	A0A7L2CW79-F1	Veery	92.12	PERM Myeloperoxidase	2902.05	160.0
L+4C	AF-Unreviewed	A0A2R4DGQ3-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9712.29	416.0
L+4C	AF-Unreviewed	A0A2J0PDD8-F1	Enterobacter kobei	92.12	Alpha-amylase	9604.63	417.0
L-7C	AF-Unreviewed	A0A3A1P3I2-F1	Aurantiacibacter xanthus	92.12	Glycoside hydrolase family 68 protein	4754.65	256.0
L+4C	AF-Unreviewed	A0A5T7KTK3-F1	Salmonella enteritidis	92.12	Alpha-amylase (EC 3.2.1.1)	9783.12	416.0
L+5C	AF-Unreviewed	A0A6J1M7X1-F1	Fruit fly	92.12	Endoplasmic reticulum metallopeptidase 1-like	11724.5	461.0
L+4C	AF-Unreviewed	V7IX83-F1	Salmonella enterica subsp	92.12	Periplasmic alpha-amylase	9657.82	416.0
L+4C	AF-Unreviewed	A0A0H3MM46-F1	Escherichia coli O7:K1 	92.12	Alpha-amylase (EC 3.2.1.1)	9658.64	417.0
L+4C	AF-Unreviewed	A0A5W1VAB8-F1	Salmonella enterica subsp	92.12	Alpha-amylase	9540.96	416.0
L+4C	AF-Unreviewed	A0A5W5K6H9-F1	Salmonella ordonez	92.12	Alpha-amylase	9302.53	416.0
L+4C	AF-Unreviewed	A0A5Y2QMR7-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9558.72	416.0
L+4C	AF-Unreviewed	A0A5T8B974-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9218.6	416.0
L+4C	AF-Unreviewed	A0A5I2WXR1-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9359.95	416.0
L-5N	AF-Unreviewed	A0A4Q3J3Z3-F1	Myxococcales bacterium	92.12	Uncharacterized protein	1306.72	60.0
L+4C	AF-Unreviewed	A0A379QVS0-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9231.25	416.0
L+4C	AF-Unreviewed	A0A656B8F4-F1	Shigella sonnei	92.12	Periplasmic alpha-amylase (EC 3.2.1.1)	9441.76	417.0
L+4C	AF-Unreviewed	A0A5Y2S3F5-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9624.41	416.0
L+4C	AF-Unreviewed	A0A757ZH98-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9370.55	416.0
L+4C	AF-Unreviewed	A0A5V4SUI0-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9563.84	416.0
L+4C	AF-Unreviewed	A0A751ZUB4-F1	Salmonella dublin	92.12	Alpha-amylase (EC 3.2.1.1)	9185.99	416.0
L+4C	AF-Unreviewed	A0A659QCE3-F1	Salmonella enterica subsp	92.12	Alpha-amylase	9608.15	416.0
L+4C	AF-Unreviewed	A0A5T3C7Z3-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9544.75	416.0
L+4C	AF-Unreviewed	A0A5C1BU42-F1	Enterobacter chengduensis	92.12	Alpha-amylase (EC 3.2.1.1)	9581.25	417.0
L+4C	AF-Unreviewed	A0A5C5DA65-F1	Buttiauxella sp	92.12	Alpha-amylase (EC 3.2.1.1)	9522.01	417.0
L+4C	AF-Unreviewed	A0A759MPD3-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9290.37	416.0
L+4C	AF-Unreviewed	A0A0L7AHF8-F1	Escherichia coli	92.12	Alpha-amylase (EC 3.2.1.1)	9467.28	417.0
L+4C	AF-Unreviewed	A0A5W3RGW8-F1	Salmonella enterica subsp	92.12	Alpha-amylase	9484.7	416.0
L+4C	AF-Unreviewed	A0A5W6I9R7-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9289.01	416.0
L+4C	AF-Unreviewed	A0A5X8YRC3-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9580.3	416.0
L+4C	AF-Unreviewed	A0A3V6BGI2-F1	Salmonella thompson	92.12	Alpha-amylase (EC 3.2.1.1)	9370.43	416.0
L+4C	AF-Unreviewed	V3R1M3-F1	Enterobacter sp	92.12	Alpha-amylase	9283.43	417.0
L+4C	AF-Unreviewed	A0A624MMM2-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9610.43	416.0
L+4C	AF-Unreviewed	A0A3N0DUL8-F1	Marmoricola solisilvae	92.12	Uncharacterized protein	2014.95	107.0
L+4C	AF-Unreviewed	A0A1Z3MPP1-F1	Enterobacter cloacae complex sp	92.12	Alpha-amylase	9173.04	417.0
L+5C	AF-Unreviewed	A0A1F2M5G9-F1	Klebsiella sp	92.12	Alpha-amylase	9684.55	417.0
L+4C	AF-Unreviewed	A0A315GYQ7-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9264.31	416.0
L+4C	AF-Unreviewed	A0A078LQ24-F1	Citrobacter diversus	92.12	Periplasmic alpha-amylase	9423.86	417.0
L+4C	AF-Unreviewed	A0A625T9F5-F1	Salmonella enterica	92.12	Alpha-amylase (EC 3.2.1.1)	9461.76	416.0
L+4C	AF-Unreviewed	A0A5H8INC1-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9316.85	416.0
L+6C	AF-Unreviewed	A0A4W4HS91-F1	Electric eel	92.12	Thimet oligopeptidase 1	9239.59	379.0
L+4C	AF-Unreviewed	Q5RLZ2-F1	Escherichia coli	92.12	Alpha-amylase	9151.63	417.0
L+4C	AF-Unreviewed	A0A3Y2Z7R5-F1	Salmonella enterica	92.12	Alpha-amylase (EC 3.2.1.1)	9454.0	416.0
L+6C	AF-Unreviewed	A0A5B8U7Y7-F1	Baekduia soli	92.12	Xaa-Pro dipeptidyl-peptidase C-terminal domain-containing protein	1190.9	58.0
L+4C	AF-Unreviewed	A0A5X5QC55-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9273.32	416.0
L+4C	AF-Unreviewed	A0A5Z3F1C5-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9416.56	416.0
L+4C	AF-Unreviewed	A0A7W4KP34-F1	Escherichia sp	92.12	Alpha-amylase (EC 3.2.1.1)	9427.42	417.0
L+4C	AF-Unreviewed	A0A776LPZ7-F1	Escherichia coli	92.12	Alpha-amylase	9555.94	417.0
L+4C	AF-Unreviewed	A0A621A2I3-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9380.3	416.0
L+4C	AF-Unreviewed	A7ZTB8-F1	Escherichia coli O139:H28 	92.12	Alpha-amylase, periplasmic (EC 3.2.1.1)	9247.82	417.0
L+4C	AF-Unreviewed	A0A290ZAK7-F1	Actinosynnema pretiosum	92.12	beta-glucosidase (EC 3.2.1.21)	2483.91	139.0
L+4C	AF-Unreviewed	A0A6C8GG29-F1	Salmonella enterica subsp	92.12	Alpha-amylase	9696.21	416.0
L+4C	AF-Unreviewed	A0A370VAR9-F1	Escherichia marmotae	92.12	Alpha-amylase (EC 3.2.1.1)	9583.19	417.0
L+4C	AF-Unreviewed	A0A5W3E1Z4-F1	Salmonella anatum	92.12	Alpha-amylase (EC 3.2.1.1)	9533.21	416.0
L+4C	AF-Unreviewed	A0A482PIG2-F1	Citrobacter rodentium	92.12	Alpha-amylase (EC 3.2.1.1)	9440.25	417.0
L+4C	AF-Unreviewed	E6BNX5-F1	Escherichia coli	92.12	Periplasmic alpha-amylase	9511.76	417.0
L-5C	AF-Unreviewed	A6G0U0-F1	Plesiocystis pacifica	92.12	Lipoprotein	7312.76	374.0
L+4C	AF-Unreviewed	A0A4V1CU99-F1	strain M90T	92.12	Alpha-amylase (EC 3.2.1.1)	9517.04	417.0
L+4C	AF-Unreviewed	A0A7T0DWF5-F1	Enterobacter mori	92.12	Alpha-amylase (EC 3.2.1.1)	9361.57	417.0
L+4C	AF-Unreviewed	A0A737F658-F1	Salmonella gallinarum	92.12	Alpha-amylase (EC 3.2.1.1)	9443.24	416.0
L-4C	AF-Unreviewed	H0JTP8-F1	Rhodococcus pyridinivorans	92.12	Lipoprotein	631.21	30.0
L+4C	AF-Unreviewed	A0A755GLI8-F1	Salmonella paratyphi	92.12	Alpha-amylase (EC 3.2.1.1)	9169.96	416.0
L+4C	AF-Unreviewed	A0A615QVK5-F1	Salmonella enterica	92.12	Alpha-amylase (EC 3.2.1.1)	9256.15	416.0
L+4C	AF-Unreviewed	A0A625LFL2-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9482.47	416.0
L+4C	AF-Unreviewed	A0A485JAN7-F1	Escherichia coli	92.12	Alpha-amylase (EC 3.2.1.1)	9601.45	417.0
L+4C	AF-Unreviewed	A0A5J0IJA8-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9526.36	416.0
L+4C	AF-Unreviewed	A0A6C7HUW0-F1	strain P125109	92.12	Alpha-amylase (EC 3.2.1.1)	9359.3	416.0
L+4C	AF-Unreviewed	A0A3U8JKK7-F1	Salmonella montevideo	92.12	Alpha-amylase (EC 3.2.1.1)	9334.57	416.0
L+4C	AF-Unreviewed	A0A636D131-F1	Salmonella enterica subsp	92.12	Alpha-amylase	9340.41	416.0
L+4C	AF-Unreviewed	A0A6Y5YNW6-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9623.77	416.0
L+4C	AF-Unreviewed	A0A5U0QL72-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9451.03	416.0
L+6C	AF-Unreviewed	A0A536BUJ9-F1	Chloroflexi bacterium	92.12	Xaa-Pro dipeptidyl-peptidase C-terminal domain-containing protein	1285.9	59.0
L+5C	AF-Unreviewed	A0A378AUP1-F1	Klebsiella pneumoniae subsp	92.12	Periplasmic alpha-amylase (EC 3.2.1.1)	9493.31	417.0
L+4C	AF-Unreviewed	A0A3U7XM98-F1	Salmonella muenchen	92.12	Alpha-amylase (EC 3.2.1.1)	9395.4	416.0
L-5C	AF-Unreviewed	A0A672ZFX7-F1	orbiculate cardinalfish	92.12	Eosinophil peroxidase-like	3062.33	165.0
L+4C	AF-Unreviewed	A0A379QDU7-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9395.89	416.0
L+4C	AF-Unreviewed	A0A6W0LC30-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9480.78	416.0
L+4C	AF-Unreviewed	C3SN10-F1	Escherichia coli	92.12	Alpha-amylase	9346.8	417.0
L+4C	AF-Unreviewed	A0A1S0ZNE7-F1	Salmonella enterica subsp	92.12	Alpha-amylase	9543.78	416.0
L+4C	AF-Unreviewed	A0A1U7FVC2-F1	Salmonella enterica	92.12	Alpha-amylase	9711.25	416.0
L-4C	AF-Unreviewed	A0A1V1FXL2-F1	Kuroda's sea hare	92.12	Beta-Glucosidase	10403.9	440.0
L+4C	AF-Unreviewed	A0A3V6WCY8-F1	Salmonella derby	92.12	Alpha-amylase (EC 3.2.1.1)	9312.29	416.0
L+6C	AF-Unreviewed	A0A667YGK3-F1	pinecone soldierfish	92.12	Thimet oligopeptidase 1	9113.93	379.0
L+5C	AF-Unreviewed	A0A2F0PQY8-F1	Serratia marcescens	92.12	Alpha-amylase	9600.4	417.0
L+5C	AF-Unreviewed	A0A7V8VJZ5-F1	Solirubrobacterales bacterium	92.12	Xaa-Pro dipeptidyl-peptidase C-terminal domain-containing protein	1283.44	67.0
L+4C	AF-Unreviewed	A0A6W0BID3-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9291.97	416.0
L+5C	AF-Reviewed	A0A8B4FSV2-F1	Klebsiella quasipneumoniae	92.12	Periplasmic alpha-amylase (EC 3.2.1.1)	9469.68	417.0
L+4C	AF-Unreviewed	A0A0V9H2Q4-F1	Escherichia coli	92.12	Alpha-amylase (EC 3.2.1.1)	9264.46	417.0
L+4C	AF-Unreviewed	A0A756AS81-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9389.5	416.0
L+4C	AF-Unreviewed	A0A701SGM1-F1	Salmonella muenchen	92.12	Alpha-amylase (EC 3.2.1.1)	9219.48	416.0
L+4C	AF-Unreviewed	A0A748FHL3-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9527.99	416.0
L+4C	AF-Unreviewed	A0A3W8MAX3-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9203.35	416.0
L+4C	AF-Unreviewed	A0A3Y9BSZ9-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9380.06	416.0
L+5C	AF-Unreviewed	A0A486PXI2-F1	Klebsiella pneumoniae	92.12	Periplasmic alpha-amylase (EC 3.2.1.1)	9335.64	417.0
L+4C	AF-Unreviewed	A0A658IJY9-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9392.86	416.0
L+6N	AF-Unreviewed	E7D6B9-F1	Thermothelomyces fergusii	92.12	Cellobiose dehydrogenase (EC 1.1.99.18)	940.66	44.0
L+4C	AF-Unreviewed	A0A5U2S3H2-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9466.34	416.0
L+5C	AF-Unreviewed	B5XMX4-F1	strain 342	92.12	Alpha-amylase, periplasmic (EC 3.2.1.1)	9483.25	417.0
L+4C	AF-Unreviewed	A0A8B3ZRG6-F1	Citrobacter amalonaticus	92.12	Alpha-amylase	9477.03	417.0
L+4C	AF-Unreviewed	A0A764SYT9-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9328.82	416.0
L+4C	AF-Unreviewed	A0A376HR46-F1	Escherichia coli	92.12	Alpha-amylase (EC 3.2.1.1)	9385.02	417.0
L+4C	AF-Unreviewed	A0A730WLF7-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9489.74	416.0
L+4C	AF-Unreviewed	A0A229A8N1-F1	Escherichia coli	92.12	Alpha-amylase	9411.37	417.0
L+4C	AF-Unreviewed	A0A753SJI6-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9508.21	416.0
L+4C	AF-Unreviewed	A0A3Z0ZM82-F1	Salmonella enterica	92.12	Alpha-amylase (EC 3.2.1.1)	9407.43	416.0
L+4C	AF-Unreviewed	A0A8B3JN58-F1	Enterobacter sp	92.12	Alpha-amylase (EC 3.2.1.1)	9453.01	417.0
L+4C	AF-Unreviewed	A0A317PVA8-F1	Mangrovibacter plantisponsor	92.12	Alpha-amylase	9375.18	417.0
L+4C	AF-Unreviewed	A0A379XKC9-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9663.31	416.0
L-4C	AF-Unreviewed	A0A317DW89-F1	Zavarzinia compransoris	92.12	Outer membrane lipoprotein-sorting protein	2611.27	146.0
L+8N	AF-Unreviewed	G4N060-F1	Rice blast fungus	92.12	Cellobiose dehydrogenase	956.22	45.0
L+4C	AF-Unreviewed	A0A5V0B5V0-F1	Salmonella enteritidis	92.12	Alpha-amylase (EC 3.2.1.1)	9476.4	416.0
L+4C	AF-Unreviewed	A0A3W5Y270-F1	Escherichia coli	92.12	Alpha-amylase (EC 3.2.1.1)	9352.96	417.0
L+4C	AF-Unreviewed	A0A755V379-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9382.12	416.0
L+4C	AF-Unreviewed	A0A636KEZ5-F1	Salmonella enterica subsp	92.12	Alpha-amylase	9383.6	416.0
L+4C	AF-Unreviewed	A0A745Q8M8-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9419.71	416.0
L+4C	AF-Unreviewed	A0A732GGI4-F1	Salmonella dublin	92.12	Alpha-amylase (EC 3.2.1.1)	9572.39	416.0
L+4C	AF-Unreviewed	A0A612V3G9-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9494.72	416.0
L+4C	AF-Unreviewed	A0A5W4JBA9-F1	Salmonella enterica subsp	92.12	Alpha-amylase (EC 3.2.1.1)	9488.8	416.0
L+4C	AF-Unreviewed	A0A5U7N466-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9346.47	416.0
L+4C	AF-Unreviewed	A0A723ABM9-F1	Salmonella choleraesuis	92.12	Alpha-amylase (EC 3.2.1.1)	9271.74	416.0
L+4C	AF-Unreviewed	A0A3P6LLS7-F1	Shigella dysenteriae	92.06	Periplasmic alpha-amylase (EC 3.2.1.1)	9317.96	417.0
L+4C	AF-Unreviewed	A0A760LX22-F1	Salmonella choleraesuis	92.06	Alpha-amylase (EC 3.2.1.1)	9356.67	416.0
L+4C	AF-Unreviewed	A0A3V2NP82-F1	Salmonella enterica	92.06	Alpha-amylase (EC 3.2.1.1)	9288.28	416.0
L+4C	AF-Unreviewed	A0A764KEB9-F1	Salmonella choleraesuis	92.06	Alpha-amylase (EC 3.2.1.1)	9609.87	416.0
L+4C	AF-Unreviewed	A0A719X8D9-F1	Salmonella enterica subsp	92.06	Alpha-amylase (EC 3.2.1.1)	9534.64	416.0
